Episode No.,Date Played,Show Title,Artist,Title,Year,Suggested By 1,Suggested By 2,Suggested By 3,Notes
42,2025-02-17,“When I was 17…”,Manic Street Preachers,If You Tolerate This Then Your Children Will Be Next,1998,@InTheseHeels@mastodon.ie,,,
42,2025-02-17,“When I was 17…”,Radiohead,Paranoid Android,1997,@troggie@mendeddrum.org,,,
42,2025-02-17,“When I was 17…”,Meat Loaf,I’d Lie For you (And That’s The Truth),1995,@Nikkileah@mendeddrum.org,,,
42,2025-02-17,“When I was 17…”,Fire Inc. ,Tonight Is What It Feels to Be Young,1984,@OpinionatedGeek@mastodon.social,,,
42,2025-02-17,“When I was 17…”,The Mission,Serpent’s Kiss,1986,@sharongascoigne@mastodonapp.uk,,,
42,2025-02-17,“When I was 17…”,Fields of the Nephilim,Moonchild,1988,@muttley@dice.camp,,,
,,,,,,,,,
43,2025-02-24,How’s Your Week Been?,R.E.M. ,It’s The End of the World As We Know It,1987,@troggie@mendeddrum.org,,,
43,2025-02-24,How’s Your Week Been?,Jarvis Cocker,Running The World,2006,@Nickiquote@mstdn.social,,,
43,2025-02-24,How’s Your Week Been?,Barenaked Ladies,One Week,1998,@stevenixon@mastodon.social,,,
43,2025-02-24,How’s Your Week Been?,John Glacier,Emotions,2024,@RolloTreadway@beige.party,,,
43,2025-02-24,How’s Your Week Been?,Alabama 3 ,Monday Don’t Mean Anything,2007,@daveybot@mastodon.scot,,,
43,2025-02-24,How’s Your Week Been?,Bush Tetras,Too Many Creeps,1995,@7sleepersmusic@mastodon.social,,,
43,2025-02-24,How’s Your Week Been?,Siouxsie & The Banshees,Helter Skelter,1978,@WiteWulf@cyberplace.social,,,
43,2025-02-24,How’s Your Week Been?,Hazel O’Connor, The Eighth Day,1980,@shezza_t@mastodon.ie,,,
43,2025-02-24,How’s Your Week Been?,Dr Hook,Sexy Eyes,1979,@OpinionatedGeek@mastodon.social,,,
43,2025-02-24,How’s Your Week Been?,The Isley Brothers,Fight The Power,1975,@KaraLG84@dragonscave.space,,,
43,2025-02-24,How’s Your Week Been?,The Ukrainians,Batya,1992,@swisslet@mas.to,,,
43,2025-02-24,How’s Your Week Been?,Levellers,Men-an-Tol,1995,@sharongascoigne@mastodonapp.uk,,,
43,2025-02-24,How’s Your Week Been?,Fairport Convention,Who Knows Where The Time Goes,1969,@sodslawyer@mstdn.social,,,
43,2025-02-24,How’s Your Week Been?,Napalm Death,You Suffer,2987,@sodslawyer@mstdn.social,,,
43,2025-02-24,How’s Your Week Been?,Mudhoney,"Touch Me, I’m Sick",1988,@InTheseHeels@mastodon.ie,,,
43,2025-02-24,How’s Your Week Been?,Nirvana,I Hate Myself and Want to Die,1993,@miclgael@hachyderm.io,,,
43,2025-02-24,How’s Your Week Been?,David Bowie,I’m Afraid of Americans,1997,@Tigerfort@mendeddrum.org,,,
43,2025-02-24,How’s Your Week Been?,Half Man Half Biscuit,National Shite Day,2008,@daveybot@mastodon.scot,,,
43,2025-02-24,How’s Your Week Been?,Hamish Hawk,Big Cat Tattoos,2024,@swisslet@mas.to,,,
43,2025-02-24,How’s Your Week Been?,Paul Thorn,Every Little Bit Hurts,1997,@troggie@mendeddrum.org,,,
43,2025-02-24,How’s Your Week Been?,Tom Waits,Ol’ 55,1973,@WiteWulf@cyberplace.social,,,
43,2025-02-24,How’s Your Week Been?,Piers Faccini & Ballaké Sissoko,Go Where Your Eyes,2025,@RolloTreadway@beige.party,,,
43,2025-02-24,How’s Your Week Been?,Knut Agnred,Världen Är Full Av Dårar,2004,@Winterbay@mendeddrum.org,,,
43,2025-02-24,How’s Your Week Been?,The Easybeats,Friday On My Mind,1967,@artnacrea@mastodon.ie,,,
43,2025-02-24,How’s Your Week Been?,The Chemical Brothers,Star Guitar,2002,@heapy@mendeddrum.org,,,
,,,,,,,,,
44,2025-03-03,Sleep,The Dream Warriors,My Definition of a Boombastic Jazz Style,1990,,,,
44,2025-03-03,Sleep,Jam Nation,Sleeping,1993,@rhevian@mendeddrum.org,,,
44,2025-03-03,Sleep,Midnight Oil,Beds Are Burning,1987,@shezza_t@mastodon.ie,,,
44,2025-03-03,Sleep,The Cure,Let’s Go To Bed,1982,@sodslawyer@mstdn.social,,,
44,2025-03-03,Sleep,The Cure,If Only Tonight We Could Sleep,1987,@TwoClownsEating@beige.party ,,,
44,2025-03-03,Sleep,Owl City,Fireflies,2009,@stevenixon@mastodon.social,,,
44,2025-03-03,Sleep,Suggs,I’m Only Sleeping,1995,@KaraLG84@dragonscave.space,,,
44,2025-03-03,Sleep,Amy Winehouse,In My Bed,2003,@daveybot@mastodon.scot,,,
44,2025-03-03,Sleep,Faithless ,Insomnia,1995,EVERYONE,,,
44,2025-03-03,Sleep,Brainbug,Nightmare,1996,@heapy@mendeddrum.org,,,
44,2025-03-03,Sleep,Lisa O’Neill,Goodnight World,2023,@RolloTreadway@beige.party,,,
44,2025-03-03,Sleep,Ella Fitzgerald,Dream a Little Dream of Me,1950,@MintSpies@beige.party,,,
44,2025-03-03,Sleep,Leadbelly,Where Did You Sleep Last Night,1946,@sodslawyer@mstdn.social,,,
44,2025-03-03,Sleep,Nirvana,Where Did You Sleep Last Night,1994,@WiteWulf@cyberplace.social,,,
44,2025-03-03,Sleep,Marion,Sleep,1996,@swisslet@mas.to,,,
44,2025-03-03,Sleep,Metallica,Enter Sandman,1991,EVERYONE,,,
44,2025-03-03,Sleep,The Chordettes,Mr Sandman,1955,@Andyyyfish82@mastodonapp.uk,,,
44,2025-03-03,Sleep,RocKwiz,Wake Up Little Susie,2015,@artnacrea@mastodon.ie,,,
44,2025-03-03,Sleep,Bon Jovi,Sleep When I’m Dead,1992,@InTheseHeels@mastodon.ie,,,
44,2025-03-03,Sleep,Iron Maiden,Infinite Dreams,1988,Jamie heels,,,
44,2025-03-03,Sleep,Aerosmith,Dream On,1973,@phil_smith@mastodonapp.uk,,,
44,2025-03-03,Sleep,The Bluetones,Sleazy Bed Track,1998,@sharongascoigne@mastodonapp.uk,,,
44,2025-03-03,Sleep,The Electric Prunes,I Had Too Much To Dream (Last Night),1966,@Nickiquote@mstdn.social,,,
44,2025-03-03,Sleep,Kingmaker,Ten Years Asleep,1993,@WiteWulf@cyberplace.social,,,
44,2025-03-03,Sleep,Chris Isaak,I’m Not Sleepy,1998,@roytoo@mstdn.social,,,
44,2025-03-03,Sleep,The McGarrigles,Goodnight Sweetheart,1998,@sheepnik@toot.wales,,,
44,2025-03-03,Sleep,Love & Money,Whisky Dream,1991,@mothninja@mastodon.world,,,
44,2025-03-03,Sleep,Fleetwood Mac,Dreams,1985,@arakin@meow.social,,,
,,,,,,,,,
45,2025-03-10,Flat,Lester Flatt / Earl Scruggs,Foggy Mountain Breakdown,1949,@sheepnik@toot.wales,,,
45,2025-03-10,Flat,Roxy Music ,Virginia Plain,1972,@swisslet@mas.to,,,
45,2025-03-10,Flat,Ultravox,The Thin Wall,1981,@sodslawyer@mstdn.social,,,
45,2025-03-10,Flat,Mr Oizo,Flat Beat,1999,@phil_smith@mastodonapp.uk,,,
45,2025-03-10,Flat,Billy Nomates,Heels,2021,@WiteWulf@cyberplace.social,,,
45,2025-03-10,Flat,Portishead,SOS,2016,@RolloTreadway@beige.party,,,
45,2025-03-10,Flat,The Cure,Plainsong,1989,@sharongascoigne@mastodonapp.uk,,,
45,2025-03-10,Flat,Scott Walker,Montague Terrace (In Blue),1967,@Nickiquote@mstdn.social,,,
45,2025-03-10,Flat,Duckworth Lewis Method,Flatten The Hay,2009,@daveybot@mastodon.scot,,,
45,2025-03-10,Flat,XTC,Senses Working Overtime,1982,@KaraLG84@dragonscave.space,,,
45,2025-03-10,Flat,Pulp,Mile End,1996,@troggie@mendeddrum.org,,,
45,2025-03-10,Flat,Dubstar,Not So Manic Now,1995,@Nickiquote@mstdn.social,,,
45,2025-03-10,Flat,Ivor Cutler,A Flat Man,1998,@julianlawson@beige.party,,,
45,2025-03-10,Flat,Pearl Jam,Even Flow,1991,@theplaguedoc@glitterkitten.co.uk,,,
45,2025-03-10,Flat,Nirvana,On A Plain,1991,@julianlawson@beige.party,,,
45,2025-03-10,Flat,The Fratellis,Flathead,2006,@daveybot@mastodon.scot,,,
45,2025-03-10,Flat,The Who,I Can See For Miles,1967,@swisslet@mas.to,,,
45,2025-03-10,Flat,Hawkwind,High Rise,1979,Jamie Heels,,,
45,2025-03-10,Flat,Clint Boon Experience,White No Sugar,1999,@Andyyyfish82@mastodonapp.uk,,,
45,2025-03-10,Flat,Jurassic Five,Concrete Schoolyard,1998,@heapy@mendeddrum.org,,,
45,2025-03-10,Flat,Tori Amos,Pancake,2002,@WiteWulf@cyberplace.social,,,
45,2025-03-10,Flat,Blondie,Hanging On The Telephone,1978,@artnacrea@mastodon.ie,,,
45,2025-03-10,Flat,A-Ha,Take on Me,1985,@rhevian@mendeddrum.org,,,
45,2025-03-10,Flat,Half Man Half Biscuit,If I Had Possession Over Pancake Day,2002,@sheepnik@toot.wales,,,
45,2025-03-10,Flat,Rolling Stones,Jumping Jack Flash,1968,@sodslawyer@mstdn.social,,,
45,2025-03-10,Flat,The Dawn Parade,Wider Than The January Skies,2006,@Andyyyfish82@mastodonapp.uk,,,
,,,,,,,,,
46,2025-03-17,They Coulda Been A Contender,Lush,Ladykillers,1996,@shezza_t@mastodon.ie,,,
46,2025-03-17,They Coulda Been A Contender,Morning Runner,Burning Benches,2006,@theplaguedoc@glitterkitten.co.uk,,,
46,2025-03-17,They Coulda Been A Contender,Autoheart,The Sailor Song,2013,,,,
46,2025-03-17,They Coulda Been A Contender,The Beta Band,Dry The Rain,1998,@swisslet@mas.to,,,
46,2025-03-17,They Coulda Been A Contender,A House,I Am The Greatest,1991,@sheepnik@toot.wales,,,
46,2025-03-17,They Coulda Been A Contender,Emmet ,Big Daddy,2006,@heapy@mendeddrum.org,,,
46,2025-03-17,They Coulda Been A Contender,Mamie Galore,It Ain’t Necessary,,@RolloTreadway@beige.party,,,
46,2025-03-17,They Coulda Been A Contender,Roy Redmond,Ain’t That Terrible,,@RolloTreadway@beige.party,,,
46,2025-03-17,They Coulda Been A Contender,Hothouse Flowers,Love Don’t Work This Way,1987,@rhevian@mendeddrum.org,,,
46,2025-03-17,They Coulda Been A Contender,Kevin McDermott Orchestra,Wheels of Wonder,1989,@OpinionatedGeek@mastodon.social,,,
46,2025-03-17,They Coulda Been A Contender,Mellow Candle,The Poet & The Witch,1972,@Nickiquote@mstdn.social,,,
46,2025-03-17,They Coulda Been A Contender,Pete Atkin,Star of Tomorrow,2002,@steve199nwep@mastodon.me.uk,,,
46,2025-03-17,They Coulda Been A Contender,Nizlopi,JCB Song,2005,@troggie@mendeddrum.org,,,
46,2025-03-17,They Coulda Been A Contender,Mental Deficiency,Automated Law Enforcement Programming,2011,@InTheseHeels@mastodon.ie,,,
46,2025-03-17,They Coulda Been A Contender,Oceansize,Amputee,2002,@WiteWulf@cyberplace.social,,,
46,2025-03-17,They Coulda Been A Contender,Casino,Give In To Me,2008,@sharongascoigne@mastodonapp.uk,,,
46,2025-03-17,They Coulda Been A Contender,Department S,Is Vic There?,1980,@sodslawyer@mstdn.social,,,
46,2025-03-17,They Coulda Been A Contender,King’s X,Goldilox,1988,@grootinside@troet.cafe,,,
46,2025-03-17,They Coulda Been A Contender,The Blessing,Highway 5,1992,@shezza_t@mastodon.ie,,,
46,2025-03-17,They Coulda Been A Contender,Amy’s Ghost ,Peaceful Sleepers,2012,@stevenixon@mastodon.social,,,
46,2025-03-17,They Coulda Been A Contender,The Civil Wars,I’ve Got This Friend,2011,@troggie@mendeddrum.org,,,
46,2025-03-17,They Coulda Been A Contender,Horslips,Flirting In The Shadows,,@artnacrea@mastodon.ie,,,
46,2025-03-17,They Coulda Been A Contender,Duffy,Warwick Avenue,2008,@rvedotrc@tech.lgbt,,,
46,2025-03-17,They Coulda Been A Contender,Longview,Further,2003,,,,
46,2025-03-17,They Coulda Been A Contender,Ride,Vapour Trail,1990,@daveybot@mastodon.scot,,,
,,,,,,,,,
47,2025-03-24,Friends of Patrick,Kabin Crew & Lisdoonvarna Crew,The Spark,2024,@sheepnik@toot.wales,,,
47,2025-03-24,Friends of Patrick,George Ezra ,Listen To The Man,2014,@troggie@mendeddrum.org,,,
47,2025-03-24,Friends of Patrick,Prefab Sprout,Cars And Girls,1988,@WiteWulf@cyberplace.social,,,
47,2025-03-24,Friends of Patrick,The Divine Comedy,My Lovely Horse,1996,@InTheseHeels@mastodon.ie,,,
47,2025-03-24,Friends of Patrick,The Divine Comedy,Becoming More Like Alfie,1996,,,,
47,2025-03-24,Friends of Patrick,Rubberbandits,Doube Dropping Yokes With Eamon De Valera,2011,@heapy@mendeddrum.org,,,
47,2025-03-24,Friends of Patrick,Enola Gay,Terra Firma,2023,@Nickiquote@mstdn.social,,,
47,2025-03-24,Friends of Patrick,Madu,Striking Gold,2011,@sheepnik@toot.wales,,,
47,2025-03-24,Friends of Patrick,Horslips,King of the Fairies,1978,@artnacrea@mastodon.ie,,,
47,2025-03-24,Friends of Patrick,Thin Lizzy,Emerald,1976,@WiteWulf@cyberplace.social,,,
47,2025-03-24,Friends of Patrick,Gary Moore,Out In The Fields,1985,@Andyyyfish82@mastodonapp.uk,,,
47,2025-03-24,Friends of Patrick,Patrick Street,Music For A Found Harmonium,2009,@pdcawley@mendeddrum.org,,,
47,2025-03-24,Friends of Patrick,Steve Wickham,The Hare,2017,@sharongascoigne@mastodonapp.uk,,,
47,2025-03-24,Friends of Patrick,Dead Can Dance,The Wind That Shakes The Barley,1994,@sodslawyer@mstdn.social,,,
47,2025-03-24,Friends of Patrick,The Cranberries,Salvation,1996,,,,
47,2025-03-24,Friends of Patrick,The Cranberries,Promises,1999,,,,
47,2025-03-24,Friends of Patrick,Smashing Pumpkins,Bullet With Butterfly Wings,1995,@swisslet@mas.to,,,
47,2025-03-24,Friends of Patrick,The Fatima Mansions,Only Losers Get The Bus,1992,@sodslawyer@mstdn.social,,,
47,2025-03-24,Friends of Patrick,Stiff Little Fingers,Alternative Ulster,1979,@RolloTreadway@beige.party,,,
47,2025-03-24,Friends of Patrick,Foo Fighters,Everlong,1997,@swisslet@mas.to,,,
47,2025-03-24,Friends of Patrick,Filter,"Hey Man, Nice Shot",1995,,,,
47,2025-03-24,Friends of Patrick,Black Sabbath,Paranoid,1971,@stevenixon@mastodon.social,,,
47,2025-03-24,Friends of Patrick,Duke Special,Freewheel,2006,@KaraLG84@dragonscave.space,,,
47,2025-03-24,Friends of Patrick,The Frames,Happy,2004,@daveybot@mastodon.scot,,,
47,2025-03-24,Friends of Patrick,The Commitments,Try A Little Tenderness,1991,@daveybot@mastodon.scot,,,
47,2025-03-24,Friends of Patrick,Rory Gallagher,Can’t Believe It’s True,1971,Jamie Heels,,,
,,,,,,,,,
48,2025-03-31,Time,Rocky Horror Show,The Time Warp,,@pocketlint@mastodon.social,,,
48,2025-03-31,Time,Huey Lewis & The News,Back In Time,,@guffo@topspicy.social,,,
48,2025-03-31,Time,Cher,If I Could Turn Back Time,,@Tattooed_Mummy@beige.party,,,
48,2025-03-31,Time,Jane Wiedlin,Rush Hour,,@daveybot@mastodon.scot,,,
48,2025-03-31,Time,Cyndi Lauper,Time After Time,,@WiteWulf@cyberplace.social,,,
48,2025-03-31,Time,Booker T & The Mgs,Time is Tight,,@sheepnik@toot.wales,,,
48,2025-03-31,Time,David Bowie,Five Years,,@Nickiquote@mstdn.social,,,
48,2025-03-31,Time,Easy Star All Stars,Time ,,@WiteWulf@cyberplace.social,,,
48,2025-03-31,Time,The Cure,10:15 on a Saturday Night,,@julianlawson@beige.party,,,
48,2025-03-31,Time,The Human League,Seconds,,@sodslawyer@mstdn.social,,,
48,2025-03-31,Time,ELO,Last Train To London,,@KaraLG84@dragonscave.space,,,
48,2025-03-31,Time,Beautiful South,A Little Time,,@shezza_t@mastodon.ie,,,
48,2025-03-31,Time,Anthrax,Got The Time,,@WiteWulf@cyberplace.social,,,
48,2025-03-31,Time,Royal Republic,Ain’t Got Time,,@mothninja@mastodon.world,,,
48,2025-03-31,Time,The Menzingers,Your Wild Years,,@HailsandAles@metalhead.club,,,
48,2025-03-31,Time,Muse,Time Is Running Out,,@swisslet@mas.to,,,
48,2025-03-31,Time,Rush,Time Stand Still,,@RonaldSnijder@mastodon.social,,,
48,2025-03-31,Time,Longview,Can’t Explain,,@Andyyyfish82@mastodonapp.uk,,,
48,2025-03-31,Time,Steely Dan,Time out of Mind,,@rhevian@mendeddrum.org,,,
48,2025-03-31,Time,Al Stewart,Old Admirals,,@steve199nwep@mastodon.me.uk,,,
48,2025-03-31,Time,Jim Croce,Time In A Bottle,,Jamie Heels,,,
48,2025-03-31,Time,Gabriels,Love And Hate in a Different Time,,@RolloTreadway@beige.party,,,
48,2025-03-31,Time,JJ Cale,After Midnight,,@artnacrea@mastodon.ie,,,
48,2025-03-31,Time,Ray Charles,Crying Time,,@roytoo@mstdn.social,,,
48,2025-03-31,Time,Lamb,Gorecki,,@sharongascoigne@mastodonapp.uk,,,
48,2025-03-31,Time,The KLF,3AM Eternal,,@heapy@mendeddrum.org,,,
,,,,,,,,,
49,2025-04-06,BALLS,The Wiggles,Bouncing Balls,2024,@artnacrea@mastodon.ie,,,
49,2025-04-06,BALLS,Jackie Wilson,Reet Petite,1957,@daveybot@mastodon.scot,,,
49,2025-04-06,BALLS,Bobby Vee,Rubber Ball,1961,@sheepnik@toot.wales,,,
49,2025-04-06,BALLS,Jerry Lee Lewis,Great Balls of Fire,1957,@artnacrea@mastodon.ie,,,
49,2025-04-06,BALLS,The Viagra Boys,Man Made of Meat,2025,@sharongascoigne@mastodonapp.uk,,,
49,2025-04-06,BALLS,The Sensational Alex Harvey Band,Ribs & Balls,1975,Jamie Heels,,,
49,2025-04-06,BALLS,Elizabeth Cook,Sometimes It Takes Balls To Be A Woman,2007,@swisslet@mas.to,,,
49,2025-04-06,BALLS,Rachel Stevens,Crazy Boys,2005,@ianRobinson@mastodon.social,,,
49,2025-04-06,BALLS,Aphex Twin,Bucephalus Bouncing Ball,1997,@WiteWulf@cyberplace.social,,,
49,2025-04-06,BALLS,Colourbox,The Official Colourbox World Cup Theme,1998,@sodslawyer@mstdn.social,,,
49,2025-04-06,BALLS,Ice Cube,Check Yo Self,1993,@daveybot@mastodon.scot,,,
49,2025-04-06,BALLS,Chef,Chocolate Salty Balls,1998,@swisslet@mas.to,,,
49,2025-04-06,BALLS,Adam & Joe,The Football Song,1997,@theplaguedoc@glitterkitten.co.uk,,,
49,2025-04-06,BALLS,Duckworth Lewis Method,The Age of Revolution,2009,@Nickiquote@mstdn.social,,,
49,2025-04-06,BALLS,Aidan Moffat,The Ball of Kerriemuir,2016,@Andyyyfish82@mastodonapp.uk,,,
49,2025-04-06,BALLS,Sanguisugabogg,Black Market Vasectomy,2023,@guffo@topspicy.social,,,
49,2025-04-06,BALLS,Devin Townsend Project,Universe In A Ball,2009,@WiteWulf@cyberplace.social,,,
49,2025-04-06,BALLS,Accept,Balls To The Wall,1983,@billyjoebowers@mastodon.online,,,
49,2025-04-06,BALLS,AC/DC,Big Balls,1976,@troggie@mendeddrum.org,,,@Uair@autistics.life
49,2025-04-06,BALLS,The Breeders,Cannonball,1993,@rvedotrc@tech.lgbt,,,
49,2025-04-06,BALLS,Jack White,High Ball Stepper,2014,@roytoo@mstdn.social,,,
49,2025-04-06,BALLS,Gus Jenkins,Eight Ball,1953,@RolloTreadway@beige.party,,,
49,2025-04-06,BALLS,The Temptations,Ball of Confusion,1970,@KaraLG84@dragonscave.space,,,
49,2025-04-06,BALLS,The Beach Boys,I Get Around,1964,@pocketlint@mastodon.social,,,
49,2025-04-06,BALLS,The Who,Pinball Wizard,1969,@rhevian@mendeddrum.org,,,
49,2025-04-06,BALLS,Flight of the Conchords,Sugalumps,2009,@heapy@mendeddrum.org,,,
49,2025-04-06,BALLS,Mazarati ,Player’s Ball,1985,@7sleepersmusic@mastodon.social,,,
49,2025-04-06,BALLS,David Bowie,Magic Dance,1985,@Tattooed_Mummy@beige.party,,,
49,2025-04-06,BALLS,David Bowie,As The World Falls Down,1986,@stevenixon@mastodon.social,,,
,,,,,,,,,
50,2025-04-14,Television,Lisa Lougheed,Run With Us,,@troggie@mendeddrum.org,,,
50,2025-04-14,Television,Jovanotti,Televisione Televisione,1992,@mothninja@mastodon.world,,,
50,2025-04-14,Television,Peter Gabriel,Games Without Frontiers,1980,@steve199nwep@mastodon.me.uk,,,Mentions ‘Jeux Sans Frontiers’
50,2025-04-14,Television,Talking Heads,Found a Job,1984,@pocketlint@mastodon.social,,,
50,2025-04-14,Television,Buggles,On TV,1981,@MaQuest@djs.social,,,
50,2025-04-14,Television,A-ha,The Sun Always Shines on TV,1985,@sharongascoigne@mastodonapp.uk,,,
50,2025-04-14,Television,Urban Hype,A Trip To Trumpton,1992,@heapy@mendeddrum.org,,,
50,2025-04-14,Television,The Normal,T.V.O.D,1978,@sodslawyer@mstdn.social,,,
50,2025-04-14,Television,Billy Idol,Neuromancer,1993,@tygerkrash@mastodon.ie,,,
50,2025-04-14,Television,Red Hot Chili Peppers,Throw Away Your Television,2002,@alicemcalicepants@ohai.social,,,
50,2025-04-14,Television,Bruce Springsteen,57 Channels & Nothing On,1992,@shezza_t@mastodon.ie,,,
50,2025-04-14,Television,Pale Blue Eyes,TV Flicker,2022,@julianlawson@beige.party,,,
50,2025-04-14,Television,Apparat,Goodbye,2011,@theplaguedoc@glitterkitten.co.uk,,,Dark
50,2025-04-14,Television,Pentangle,Light Flight,1969,@artnacrea@mastodon.ie,,,From ‘Take Three Girls’
50,2025-04-14,Television,Johnny Flynn,Detectorists,2015,@daveybot@mastodon.scot,,,
50,2025-04-14,Television,Snuff,Shake n’ Black,1996,@WiteWulf@cyberplace.social,,,
50,2025-04-14,Television,Black Flag,TV Party,1981,@RolloTreadway@beige.party,,,
50,2025-04-14,Television,Nuclear Assault,Brainwashed,1988,@guffo@topspicy.social,,,
50,2025-04-14,Television,The Rezillos,Top of the Pops,1978,@sheepnik@toot.wales,,,
50,2025-04-14,Television,Ming Tea,BBC,1997,@rvedotrc@tech.lgbt,,,
50,2025-04-14,Television,Dramarama,70s TV,1989,@billyjoebowers@mastodon.online,,,
50,2025-04-14,Television,Ned’s Atomic Dustbin,Kill Your Television,1990,@MintSpies@beige.party,,,
50,2025-04-14,Television,Frank Zappa,I’m The Slime,1973,Jamie Heels,,,
50,2025-04-14,Television,Harry Nilsson,Kojak Columbo,1975,@Nickiquote@mstdn.social,,,
50,2025-04-14,Television,Dire Straits,Money for Nothing,1985,@Kierkegaanks@beige.party,,,
50,2025-04-14,Television,Matt Berry,Take My Hand,2011,@InTheseHeels@mastodon.ie,,,From ‘Toast of London’
50,2025-04-14,Television,The Mighty Terror,TV Calypso,,@RolloTreadway@beige.party,,,
50,2025-04-14,Television,Catatonia,Mulder & Scully,1988,@swisslet@mas.to,,,
50,2025-04-14,Television,The Television Personalities,I Know Where Syd Barrat Lives,1981,@revivalrecords@cupoftea.social,,,
50,2025-04-14,Television,Violent Femmes,I Hate The TV,1993,@ccferrie@mastodon.ie,,,
50,2025-04-14,Television,Nina Hagen,TV-Glotzer,1978,@7sleepersmusic@mastodon.social,,,
50,2025-04-14,Television,Gil Scott-Heron,The Revolution Will Not Be Televised,1971,@WiteWulf@cyberplace.social,,,
,,,,,,,,,
51,2025-04-21,Comeback,Justin Timberlake,Sexyback,,@u2katrina.bsky.social,,,
51,2025-04-21,Comeback,Mark Morrison,Return of the Mack,,@swisslet@mas.to,,,
51,2025-04-21,Comeback,Cher,Believe,,@rvedotrc@tech.lgbt,,,
51,2025-04-21,Comeback,Daniele Silvestri,Saliro,,@mothninja@mastodon.world,,,
51,2025-04-21,Comeback,Pet Shop Boys,What Have I Done To Deserve This,,@ItsThatDeafGuy@beige.party,,,
51,2025-04-21,Comeback,Paul Young,Come Back and Stay,,@sharongascoigne@mastodonapp.uk,,,
51,2025-04-21,Comeback,Was Not Was,Walk The Dinosaur,,@OpinionatedGeek@mastodon.social,,,
51,2025-04-21,Comeback,The Equals,Baby Come Back,,@WiteWulf@cyberplace.social,,,
51,2025-04-21,Comeback,Detroit Spinners,Working My Way Back To You,,@KaraLG84@dragonscave.space,,,
51,2025-04-21,Comeback,Maxine Nightingale,Right Back Where We Started From,,@sheepnik@toot.wales,,,
51,2025-04-21,Comeback,Elvis,Return To Sender,,@steve199nwep@mastodon.me.uk,,,
51,2025-04-21,Comeback,Billy Joel,The River of Dreams,,@stevenixon@mastodon.social,,,
51,2025-04-21,Comeback,David Gray,Back in the World,,@roytoo@mstdn.social,,,
51,2025-04-21,Comeback,Mac Miller ,Come Back To Earth,2018,Mousey,,,
51,2025-04-21,Comeback,Vashti Bunyan,Wayward,2005,@RolloTreadway@beige.party,,,
51,2025-04-21,Comeback,Halestorm,Back From The Dead,,@rvedotrc@tech.lgbt,,,
51,2025-04-21,Comeback,Thin Lizzy,The Boys Are Back In Town,,@rhevian@mendeddrum.org,,,
51,2025-04-21,Comeback,Republica,Ready To Go,,@troggie@mendeddrum.org,,,
51,2025-04-21,Comeback,Crystal Method,Comin’ Back (Light’s Southern Grit Remix),,@heapy@mendeddrum.org,,,
51,2025-04-21,Comeback,Panacea,Battle Stations,,@sodslawyer@mstdn.social,,,
51,2025-04-21,Comeback,Unknown Artist,Forgot About Dre (Artfully Dodged mix),,@ianRobinson@mastodon.social,,,
51,2025-04-21,Comeback,Digital Underground,Return of the Crazy One,,@daveybot@mastodon.scot,,,
51,2025-04-21,Comeback,Republic of Loose,Comeback Girl,,@ccferrie@mastodon.ie,,,
51,2025-04-21,Comeback,The Mighty Wah,Come Back,,@julianlawson@beige.party,,,
51,2025-04-21,Comeback,Straw,Dracula Has Risen From The Grave,,@revivalrecords@cupoftea.social,,,
51,2025-04-21,Comeback,XTC,Easter Theatre,,@Nickiquote@mstdn.social,,,
51,2025-04-21,Comeback,Jimi Hendrix,Voodoo Child (Slight Return),,@artnacrea@mastodon.ie,,,
,,,,,,,,,
52,2025-04-28,The Seven Deadly Sins,The Pointer Sisters,I’m So Excited,1983,@artnacrea@mastodon.ie,,,Lust
52,2025-04-28,The Seven Deadly Sins,Kelis,Caught out There,1999,@swisslet@mas.to,,,Wrath
52,2025-04-28,The Seven Deadly Sins,Sandy Yanisa,Eat Eat Eat,2025,@7sleepersmusic@mastodon.social,,,Gluttony
52,2025-04-28,The Seven Deadly Sins,X-Press 2,Lazy,2002,@rhevian@mendeddrum.org,,,Sloth
52,2025-04-28,The Seven Deadly Sins,Skee-Lo,I Wish ,1995,@WiteWulf@cyberplace.social,,,Envy
52,2025-04-28,The Seven Deadly Sins,DJ Format & Abdominal,I’m Good,2005,@heapy@mendeddrum.org,,,Pride
52,2025-04-28,The Seven Deadly Sins,King,Love & Pride,1984,@TwoClownsEating@beige.party ,,,Pride
52,2025-04-28,The Seven Deadly Sins,Simple Minds,7 Deadly Sins,1995,@Nikkileah@mendeddrum.org,,,
52,2025-04-28,The Seven Deadly Sins,Iggy Pop,Lust For Life,1977,@MaQuest@djs.social,,,Lust
52,2025-04-28,The Seven Deadly Sins,Queen,Drowse,1976,@ianRobinson@mastodon.social,,,sloth
52,2025-04-28,The Seven Deadly Sins,Jamie Cullum,Twentysomething,2003,@KaraLG84@dragonscave.space,,,Lust
52,2025-04-28,The Seven Deadly Sins,Del Amitri,Nothing Ever Happens,1989,@daveybot@mastodon.scot,,,Sloth
52,2025-04-28,The Seven Deadly Sins,Flanders & Swann,The Sloth,1962,@prl@hachyderm.io,,,Sloth
52,2025-04-28,The Seven Deadly Sins,Upon A Burning Body,All Pride No Pain,2019,@InTheseHeels@mastodon.ie,,,Pride
